Difficulty,Test Ori Question,Test Ori Solution,Test Ori Final Answer,Image Lable,Image Name
0.637,"The surface of the Sun exhibits differential rotation, with different rotational periods at different latitudes. We can measure this rotation speed using Doppler spectroscopy or by tracking the motion of sunspots. If the rotation speed of the Sun's surface at the equator is 1915 m/s, and at 60° South is 816 m/s, how long would it take for a sunspot at the equator to do a full extra lap around the Sun compared to a sunspot at 60° South?","'''
Step1: A point at latitude $l$ on the surface of a body of radius $R$ is located a distance $R\cos l$ away from the axis of rotation. Thus, the total distance $d$ a point on the surface needs to travel for one full rotation is

$$
d = 2\pi R \cos l.
$$

We can use this to find the orbital period as a function of the rotational velocity:

$$
T = \frac{d}{v} = \frac{2\pi R \cos l}{v}.
$$

Plugging in the given values as well as the Sun's radius for $R$.

Get:

$T = 26.4$ days at the equator, and $T = 31.0$ days at 60$^\circ$ latitude.

Step2: The time it takes for one sunspot to do a full extra lap around the Sun relative to another is conceptually identical to the synodic period between two planets, and can be calculated by the same formula:

$$
\frac{1}{T_{\text{lap}}} = \frac{1}{T_1} - \frac{1}{T_2}.
$$

Get:

$$
T_{\text{lap}} = 179\ \text{days}.
$$

Final_answer:  $\boxed{T_{\text{lap}} = 179\ \text{days}}$'''",$\boxed{T_{\text{lap}} = 179\ \text{days}}$,No,
0.49,The Extremely Large Telescope (ELT) is an optical telescope under construction in Chile. The primary mirror has been planned to have a diameter of 43.4 m making it largest optical telescope ever built. One of the goals for this telescope is the direct imaging of exoplanets. Consider an exoplanet at a distance of 5 A.U. from a star. What is the maximum distance from Earth of such a star-exoplanet system in which the ELT can resolve the exoplanet separately from the star? Ignore atmospheric seeing and assume optical wavelength to be 478 nm.,"'''
Step1: Use the Rayleigh criterion to calculate the best-case resolution

$$
\theta_m = \frac{1.22\lambda}{D},
$$

where $D$ is the diameter of the primary mirror.

With $\lambda = 478\,\text{nm} = 4.784e-07\,\text{m}$ and $D=43.4\,\text{m}$:

$$
\theta_m = \frac{1.22(4.784e-07)}{43.4}
\approx 1.344e-08\ \text{rad}.
$$

The maximum distance to the stellar system $d$ is calculated by setting the projected angular separation equal to the resolution limit:

$$
d\,\theta_m = s,
$$

where $s$ is the physical separation. With $s=5\,\text{AU}$,

$$
d_\text{AU} = \frac{s}{\theta_m}.
$$

Convert A.U. to parsecs using $1\,\text{pc}=206265\,\text{AU}$:

$$
d_\text{pc} = \frac{d_\text{AU}}{206265} \approx 1754\,\text{pc}.
$$

Final_answer:  $\boxed{d = 1754\ \text{pc}}$'''",$\boxed{d = 1754\ \text{pc}}$,No,
0.637,"There is a galaxy at redshift 0.5 for which we have a measurement for apparent bolometric magnitude to be 24. With a standard candle in that galaxy, we have found its luminosity distance to Earth to be 1.7 Gpc. Estimate the luminosity of this galaxy.","'''
Step1: From the luminosity distance $D$ in parsecs and the apparent magnitude $m$, we can calculate the absolute magnitude $M$ of the galaxy.

Get:

$$
m = M - 5 + 5\log_{10}D
$$

so

$$
M = m + 5 - 5\log_{10}D.
$$

With $D = 1.7\,\text{Gpc} = 1.74e+09\,\text{pc}$:

Get:

$$
M \approx -17.33.
$$

Step2: From the absolute magnitude we can calculate the luminosity of the star in terms of zero-point luminosity
$L_0 = 3.01e+28\,\text{W}$ as:

$$
M = -2.5\log_{10}\frac{L}{L_0}.
$$

Solve for $L$:

$$
\frac{L}{L_0} = 10^{-M/2.5}.
$$

Get:

$$
L = 10^{-(-17.33)/2.5}L_0 \approx 8.58×10^6L_0.
$$

Final_answer:  $\boxed{L \approx 8.58×10^6L_0}$'''",$\boxed{L \approx 8.58×10^6L_0}$,No,
0.637,"David the astronomy enthusiast loves looking at stars! Specifically, he particularly enjoys looking at stars on the ecliptic. One day, he is out stargazing at midnight (local solar time) and looks at the antisolar point (the point on the celestial sphere exactly opposite to the Sun). He notices a faint glow of magnitude 11 $mag/arcsec^2$, and after some research he concludes that this is caused by a phenomenon known as $gegenschien$, where Solar System dust is lit up by the Sun and reflects some light back towards Earth. These particles are in an orbit of 1.81AU around the Sun. Assuming the radii of these particles are around 0cm and their albedo is 0.38, estimate the density of these particles. Express your answer in particles per square arcsecond.","'''
Step1: We can find the total luminosity from one square arcsecond of this source by using

$$
M-M_\odot=-2.5\log_{10}\left(\frac{L}{L_\odot}\right)
\quad\text{and}\quad
m-M=5\log_{10}\left(\frac{r}{10\:\text{pc}}\right).
$$

Combine these to eliminate $M$:

$$
2.5\log_{10}\left(\frac{L}{L_\odot}\right)
= M_\odot + 5\log_{10}\left(\frac{r}{10\:\text{pc}}\right) - m
\implies
L=L_\odot\left(\frac{r}{10\:\mathrm{pc}}\right)^2\cdot 10^{(M_\odot-m)/2.5}.
$$

At the antisolar point (directly opposite the Sun), the dust is approximately $r=|R-1|$ AU from Earth, so

$$
r = |1.81-1|\ \text{AU} = 0.81\ \text{AU}
= \frac{0.81}{206265}\ \text{pc}.
$$

Get:

$$
L \approx 2.04\times 10^{11}\ \text{W}.
$$

Step2: Now, let's calculate how much luminosity one particle reflects. To do this, we calculate the solar flux at the dust orbit
and multiply by the particle's cross-sectional area and its albedo.

The solar flux at heliocentric distance $R$ is

$$
F = \frac{L_\odot}{4\pi R^2}.
$$

A particle of radius $a$ has cross-section $A=\pi a^2$, so the reflected power (in this simplified model) is

$$
L_p = F\,A\,\alpha = \frac{L_\odot}{4\pi R^2}\cdot (\pi a^2)\cdot \alpha.
$$

With $R=1.81\,\text{AU}$, $a=0\,\text{cm}$, and $\alpha=0.38$:

Get:

$$
L_p \approx 4.98\times 10^{-4}\ \text{W}.
$$

Step3: Finally, divide the total luminosity per arcsec$^2$ by the reflected luminosity per particle:

$$
N = \frac{L}{L_p}
\approx \frac{2.04\times 10^{11}}{4.98\times 10^{-4}}
= 4.1\times 10^{14}\ \text{particles/arcsec}^2.
$$

Note: one reasonable thing to do is to divide this number by two because the light emitted by these particles is not isotropic,
it is mostly scattered back towards the direction of the Earth. This and other reasonable assumptions should be accepted for full credit.

Final_answer:  $\boxed{N \approx 4.1\times 10^{14}\ \text{particles/arcsec}^2}$'''",$\boxed{N \approx 4.1\times 10^{14}\ \text{particles/arcsec}^2}$,No,
0.735,"A star cluster has a physical radius of 1.47 parsecs. A Sun-like star in the cluster has an apparent magnitude of 8.50 and an absolute magnitude of 4.83. When observed through a telescope, the cluster just fits within an eyepiece that has a field of view of 25.0 degrees. If the eyepiece focal length is 10.0 mm, what is the focal length of the telescope’s objective lens?","Step 1: Use the distance modulus formula
    m − M = 5 log10(D) − 5

Solving for D:
    D = 10^((m − M + 5)/5) = 54.2 parsecs

Step 2: Determine the true angular diameter of the cluster using the small-angle approximation:
    θ ≈ (2R / D) radians

    θ = (2 × 1.47) / 54.2
      = 0.0541 radians
      = 3.10 degrees

Step 3: Relate the true field of view to the telescope magnification:
    Magnification = FOV_eyepiece / FOV_true

    Magnification = 25.0 / 3.10
                   = 8.07

Step 4: Use the definition of magnification for a telescope:
    Magnification = f_objective / f_eyepiece

    f_objective = Magnification × f_eyepiece
                = 8.07 × 10.0 mm
                = 80.7 mm

",81 mm,No,
0.637,"Consider a satellite in a circular orbit of radius 9.59e+08 m around a planet. Due to a malfunction, the satellite’s orbital velocity is suddenly reduced to zero. The mass of the planet is 5.38e+24 kg. Neglect any gravitational influences other than that of the planet.

How long does the satellite take to hit the surface of the planet?","Step 1: Conceptual approach
The satellite initially moves in a circular orbit. When its velocity is reduced to zero, it begins to fall radially toward the planet. Because the initial orbital radius is much larger than the planet’s physical radius, the time to reach the surface is approximately the same as the time to reach the planet’s center.

This motion can be modeled as a degenerate elliptical orbit with:
  • Semi-major axis a = r / 2
  • The planet located at one focus

The satellite reaches the planet after half of the orbital period.

Step 2: Apply Kepler’s Third Law
Kepler’s Third Law for an orbit is:
    T² / a³ = 4π² / (GM)

Since the fall time t corresponds to half the orbital period:
    T = 2t

Substitute a = r / 2 and T = 2t:
    (2t)² / (r/2)³ = 4π² / (GM)

Solving for t:
    t = √(4π² r³ / (32GM))

Step 3: Numerical evaluation
    r = 9.59e+08 m
    G = 6.674e-11 m³ kg⁻¹ s⁻²
    M = 5.38e+24 kg

    t = 1.74e+06 s
      ≈ 20.2 days

",t ≈ 20 days,No,
0.637,"A planet is in an elliptical orbit around a star. Let $r_{\text{min}}$ be the minimum distance between the planet and the star, and let $r_{\text{max}}$ be the maximum distance between the planet and the star. Suppose that $r_{\text{max}} = 4.164559619010866 r_{\text{min}}$. During what percentage of the time period of each orbit is the planet at least $0.687328902145742 r_{\text{min}}$ away from the star?","Step 1:
For an elliptical orbit with semi-major axis $a$ and eccentricity $e$, the minimum and maximum distances from the focus are
$$r_{\text{min}} = a(1-e), \quad r_{\text{max}} = a(1+e).$$
Thus,
$$\frac{1+e}{1-e} = 4.164559619010866 \implies e = \frac{4.164559619010866-1}{4.164559619010866+1} = 0.613.$$

Step 2:
From $r_{\text{min}} = a(1-e)$, we obtain
$$a = \frac{1}{1-e} r_{\text{min}} = 2.582 \, r_{\text{min}}.$$
In the standard geometric construction of an ellipse, the semi-minor axis intersects the orbit at points that are a distance $a$ from the focus. This divides the orbit into regions of smaller and larger radial distance.

Step 3:
By Kepler’s second law, the fraction of time spent in a given part of the orbit is equal to the fraction of the total area swept out. Using the standard area decomposition (half the ellipse plus a triangular region), the proportion of the orbital period corresponding to this region is
$$\frac{e + \frac{\pi}{2}}{\pi}.$$
Evaluating this expression gives approximately 0.70.

Final Answer:
$\boxed{0.70}$",0.7,No,
0.637,"An empirically determined approximate formula for the lifetime of a star is:

    T = (M_⊙ / M)^{2.5} × 10^{10} years,

where T is the stellar lifetime and M is the mass of the star.

If the very first stars formed approximately 4.86e+08 years after the Big Bang, what is the most massive such star that could still exist today?","Step 1: Determine the time available for stellar evolution
The star must have a lifetime at least as long as the time between its formation and the present day.

    Age of universe ≈ 1.40e+10 years
    Formation time  ≈ 4.86e+08 years

Thus, the required stellar lifetime is:

    T = 1.35e+10 years

Step 2: Apply the stellar lifetime formula
Using:
    T = (M_⊙ / M)^{2.5} × 10^{10}

Substitute the value of T:

    1.35e+10 = (M_⊙ / M)^2.5 × 1.0e+10

Divide both sides by 10^{10} and solve for M:

    (M_⊙ / M)^2.5 = 1.35

Taking both sides to the power −1/2.5:

    M / M_⊙ = 0.89

",M ≈ 0.89 M_⊙.,No,
0.637,"With the technology currently available, it would take hundreds of millennia to send a humanmade object to other stars. A possible solution is to use relativistic light sails: tiny probes propelled by radiation pressure. In the Earth observer's reference frame, a sail takes 65.0 years to reach Barnard's Star, which is 8.95 light-years away. Assume the sail travels at constant speed. How long does the trip take in the reference frame of the light sail?","Step 1: Compute the sail speed in units of c.
Because 1 light-year per year equals the speed of light, we have:
v/c = (distance in ly) / (time in years)

v/c = 8.95 / 65.0 = 0.138

Thus,
v = 0.138c

Step 2: Compute the Lorentz factor γ for this speed.
γ = 1 / sqrt(1 - v^2/c^2) = 1 / sqrt(1 - β^2)

γ = 1 / sqrt(1 - 0.138^2) = 1.010

Step 3: Use time dilation to find the proper time on the sail.
The Earth-frame time is dilated relative to the proper time on the sail:
Δt_sail = Δt_Earth / γ

Δt_sail = 65.0 / 1.010 = 64.38 years

Therefore, the trip takes 64.38 years in the light sail's reference frame.",64.38 years,No,
0.735,"In 1995, researchers at the University of Geneva discovered an exoplanet orbiting the main-sequence star Kepler-7. The star’s spectrum showed a periodic Doppler shift, indicating that its radial velocity varied sinusoidally. The measured radial-velocity semi-amplitude is 67 m/s with a period of 3.29 days, and the star’s mass is 1.26 M⊙. Assuming the orbit is circular and viewed edge-on (sin i = 1), what is the planet’s mass in Jupiter masses?","Step 1: Use Kepler’s Third Law to relate the orbital size to the period.
Assuming the planet is much less massive than the star (m_p ≪ M_s), we approximate:
a^3 = (G M_s T^2) / (4π^2)

Convert the period to seconds:
T = 3.29 days × 86400 s/day = 2.844e+05 s

Convert the stellar mass to kilograms:
M_s = 1.26 M⊙ = 2.504e+30 kg

Solve for the orbital radius:
a = [G M_s T^2 / (4π^2)]^(1/3) = 6.995e+09 m

Step 2: Compute the planet’s orbital speed (circular orbit).
v_p = 2πa / T

v_p = 2π(6.995e+09 m) / (2.844e+05 s) = 1.546e+05 m/s

Step 3: Use conservation of momentum about the center of mass.
For two bodies orbiting their common center of mass:
M_s v_s = m_p v_p

For an edge-on orbit, the measured RV semi-amplitude equals the star’s orbital speed:
v_s = K = 67.16 m/s

Thus,
m_p = M_s (v_s / v_p)
    = (2.504e+30 kg) × (67.16 m/s) / (1.546e+05 m/s)
    = 1.088e+27 kg

Step 4: Convert the planet mass to Jupiter masses.
m_p = 1.088e+27 kg / (1.89813 × 10^27 kg) = 0.57 M_J",0.57 M_J,No,
0.735,"Consider the binary system Kepler-35, which has a primary and secondary star. It has an orbital period P = 34.93 days and the measured parallax is p = 6.27 mas. Calculate the total mass of the stars, using the fact that their maximum angular separation measured from Earth is θ = 5.63 mas and they are on an edge-on orbit.","Step 1: From the definition of parallax, the distance d to the system (in parsecs) is:
d = 1 / p(arcsec)

Convert p from mas to arcsec:
p = 6.27 mas = 0.00627 arcsec

Thus,
d = 1 / 0.00627 = 159.5665 pc

Step 2: The projected physical separation at maximum angular separation is:
a = d·θ

Convert θ from mas to arcsec:
θ = 5.63 mas = 0.00563 arcsec

Since 1 arcsec at d(pc) corresponds to d AU:
a = (159.5665)·(0.00563) AU
  = 0.89830 AU

Step 3: Because the orbit is edge-on, the projected separation equals the true separation:
a = 0.89830 AU

Step 4: Apply Kepler's Third Law and compare to the Earth–Sun system.
In AU, years, and solar masses:
M/M⊙ = a^3 / P^2

Convert P to years:
P = 34.93 days / 365.2564 days/yr
  = 0.095622 yr

Thus,
M/M⊙ = (0.89830)^3 / (0.095622)^2
     = 79.278",M = 79.278 M_sun,No,
0.637,"Erez is designing a Newtonian telescope. The equation of the primary mirror is y = x^2 / (25 m) + (-2.3 m), and the telescope tube intersects the mirror at y = 0.0 m. What is the f-number (focal ratio) of the telescope?","Step 1: Find the mirror diameter from the intersection with the tube.
At the tube intersection, y = 0.0 m, so:
0.0 = x^2 / 25 + (-2.3)

Solve for x^2:
x^2 / 25 = 0.0 - (-2.3) = 2.3
x^2 = 25 · (2.3) = 57.262

Thus, the mirror edge is at:
x = ±sqrt(57.262) = ±7.567 m

So the mirror diameter is:
D = 2|x| = 2(7.567) = 15.134 m

Step 2: Identify the focal length from the parabola coefficient.
A standard axial parabola with focal length f has the form:
y = x^2 / (4f) + c

Comparing with y = x^2 / 25 + c, we match:
1/25 = 1/(4f)  →  25 = 4f  →  f = 25/4 = 6.250 m

Step 3: Compute the focal ratio (f-number).
By definition,
f-number = f / D

f-number = 6.250 / 15.134 = 0.413

Therefore, the telescope has focal ratio f/0.413, i.e. f-number = f/0.413.",f/0.413,No,
0.637,How far from the Solar System would a galaxy with a redshift of z = 0.014 be? Assume a Hubble constant of H₀ = 70.0 km/s/Mpc.,"Step 1: Since the redshift is small (z << 1), we can approximate the recessional velocity using the relation:

    v = z c

Substituting the given values:

    v = (0.014)(2.998 × 10⁵ km/s)
    v ≈ 4.05e+03 km/s

Step 2: Using Hubble's Law to relate velocity and distance:

    v = H₀ d

Solving for the distance:

    d = v / H₀

    d = (4.05e+03 km/s) / (70.0 km/s/Mpc)
    d ≈ 57.9 Mpc

",d ≈ 57.9 Mpc,No,
0.735,"Two planets A and B orbit a star on coplanar, non-intersecting elliptical orbits. Their major axes are perfectly aligned, and planet A has a larger semi-major axis than planet B. The eccentricities of A and B are 0.33 and 0.45, respectively.

What is the minimal possible ratio of the semi-major axis of planet A to that of planet B?","Step 1: To minimize the ratio of semi-major axes, the orbits must be at the limit of touching each other. If they were separated by a larger gap, the larger orbit could be shrunk further, reducing the ratio.

Because the major axes are aligned, there are two limiting configurations to consider.

Step 2: First configuration — the apoapsis of the smaller orbit touches the periapsis of the larger orbit.

Using the expressions for periapsis and apoapsis:
    r_peri = a(1 - e),   r_apo = a(1 + e)

This gives:
    a_A(1 - e_A) = a_B(1 + e_B)

Therefore:
    a_A / a_B = (1 + e_B) / (1 - e_A)
    = 2.164

Step 3: Second configuration — the apoapsis of the smaller orbit touches the apoapsis of the larger orbit.

This gives:
    a_A(1 + e_A) = a_B(1 + e_B)

Therefore:
    a_A / a_B = (1 + e_B) / (1 + e_A)
    = 1.090

Step 4: The minimal possible ratio corresponds to the smaller of the two values obtained.

",Final_answer:1.090,No,
0.735,The Large Magellanic Cloud (LMC) is a galaxy with a redshift of $z = 5.529e-04$. What is the radial velocity of the LMC with respect to the Solar System? Is it getting closer or farther from the Solar System?,"Step 1: For objects with very small redshift ($|z| \ll 1$), the radial velocity $v$ can be approximated using the linear Doppler relation:

$$ z = \frac{v}{c} $$

Step 2: Solve the equation for the radial velocity:

$$ v = cz $$

Step 3: Substitute the given values:

$$ v = (2.998 \times 10^8\,\text{m/s}) \times (5.529e-04) $$

$$ v = 1.66e+05\,\text{m/s} $$

Step 4: Interpret the sign of the redshift. A positive redshift indicates the object is moving away from the observer.

","$\boxed{v = 1.66e+05\,\text{m/s}}$",No,
