Difficulty,Test Ori Question,Test Ori Final Answer
0.455,"An object is initially in a circular orbit with a radius of 12,998 km. It must be transferred to a larger circular orbit with a radius of 371,255 km.

After analysis, engineers determine that the most fuel-efficient maneuver is a bi-elliptical transfer with an intermediate transfer point located 708,099 km from the center of the Earth.

Assuming Earth's gravitational parameter is μ = 398,600.5 km³/s², determine the velocity at point b (the apogee of the first transfer orbit).

Provide your answer in km/s.",0.1425 km/s
0.525,"An object is initially in a circular orbit with a radius of 7,132 km. The object must be transferred to a new circular orbit with a radius of 138,310 km.

Mission analysts have determined that the most fuel-efficient maneuver for this transfer is a bi-elliptic transfer. In this maneuver, the spacecraft first travels to a distant transfer point located 552,476 km from the central body before descending to the final orbit.

What is the semi-major axis of the second transfer orbit? Provide your answer in kilometers.","The semi-major axis of the second transfer orbit is 345,393 km."
0.525,"An object initially in a circular orbit with a radius of 13667 km is to be transferred to another circular orbit with a radius of 206512 km.

Mission planners have determined that the most fuel-efficient maneuver is a bi-elliptic transfer with an intermediate transfer point located 971224 km from the center of attraction.

Assuming a gravitational parameter of 398600.5 km³/s², determine the specific mechanical energy of the second transfer orbit.

Provide your answer in units of km²/s².",-0.338 km²/s²
0.525,"An object initially moves in a circular orbit with a radius of 11,414 km. It must be transferred to another circular orbit with a radius of 134,397 km.

Mission analysis shows that the most fuel-efficient maneuver for this case is a bi-elliptical transfer. The intermediate transfer point (point b) is located at a distance of 496,173 km from the center of attraction.

Assuming a gravitational parameter of μ = 398,600.5 km³/s², determine the velocity of the spacecraft at point b during the second transfer orbit. Provide your answer in km/s.",The velocity at point b during the second transfer is 0.585 km/s.
0.525,"An object is initially in a circular orbit with a radius of 8,668 km and must be transferred to a circular orbit with a radius of 185,324 km.

After analysis, engineers determine that the most fuel-efficient maneuver is a bi-elliptical transfer with a transfer point located 499,759 km from the center of the Earth.

Assuming Earth's gravitational parameter is μ = 398,600 km³/s², calculate the required velocity change (ΔV) at point b (the transfer point). Provide your answer in kilometers per second (km/s).",ΔV at point b = 0.492 km/s
0.525,"An object initially in a circular orbit with a radius of 9658 km must be transferred to another circular orbit with a radius of 380690 km.

Mission analysis has shown that the most fuel-efficient maneuver is a bi-elliptic transfer with an intermediate transfer apogee located at 1063471 km from the center of attraction.

Assuming a gravitational parameter of 398600.5 km³/s², determine the velocity of the spacecraft at point c (the point where the second transfer ellipse intersects the final circular orbit).

Provide your answer in kilometers per second (km/s).",1.24 km/s
0.525,"An object is initially in a circular orbit with a radius of 9,167 km. It must be transferred to another circular orbit with a radius of 277,711 km.

A team of engineers determines that the most fuel-efficient maneuver for this transfer is a bi-elliptical transfer with an intermediate transfer apogee at 924,665 km from the center of attraction.

What is the velocity of the object in the final circular orbit? Provide your answer in meters per second (m/s).","1,198.0 m/s"
0.525,"An object is initially in a circular orbit with a radius of 11311 km. It must be transferred to a final circular orbit with a radius of 226051 km. Mission planners determine that the most fuel-efficient maneuver is a bi-elliptic transfer with an intermediate transfer point located at a radius of 401593 km.

Using a standard gravitational parameter of μ = 398600 km³/s², what is the required burn at point C (the intermediate transfer point)? Provide your answer in km/s.",ΔV₍c₎ = 0.612 km/s
0.525,"An object is initially in a circular orbit with a radius of 11703 km around Earth. It must be transferred to a new circular orbit with a radius of 116157 km.

Engineers determine that the most fuel-efficient maneuver is a bi-elliptical transfer with an intermediate transfer point (apoapsis) located at 489612 km from the center of Earth.

Assuming Earth's gravitational parameter is μ = 398600 km³/s², calculate the total ΔV required for the bi-elliptical transfer. Provide your answer in km/s.",Total ΔV for the bi-elliptical transfer: 3.187 km/s
0.525,"An object is initially in a circular orbit with a radius of 9615 km. It must be transferred to a higher circular orbit with a radius of 234800 km.

For this maneuver, engineers have determined that a bi-elliptical transfer is the most fuel-efficient option, with the intermediate apogee of the transfer orbits located at a radius of 809115 km from the center of the Earth.

Assuming the Earth's gravitational parameter is μ = 398600.5 km³/s², determine the total time of flight for the bi-elliptical transfer. Express your answer in days.",The total time of flight for the bi-elliptical transfer is approximately 36.80 days.
0.63,"Given the declination of a star as δ = 27.0° and the hour angle t = 162.9°, calculate the altitude h and azimuth A of this star when observed at latitude φ = 38.6°.","h = -22.5°, A = 163.5°"
0.63,"At latitude $\phi = 6.5^\circ$, the altitude of a star is $h = 44.3^\circ$ and its azimuth is $A = 19.5^\circ$. Compute the declination $\delta$ and the hour angle $t$.",Final_answer: \[\boxed{t = 17^\circ}\]
0.546,"Hubble measured the distance to a nearby galaxy as 382.2 kpc, whereas the currently accepted value is 764.4 kpc. If this discrepancy is entirely due to an incorrect estimate of the interstellar extinction $A_\lambda$, by how much did Hubble misestimate $A_\lambda$?","$\Delta A_\lambda = 1.505\,\text{mag}$"
0.63,"Assuming the Earth is a perfect sphere with radius $R_\mathrm{E} = 6444.31\ \mathrm{km}$ and gravitational parameter $GM_\mathrm{E} = 3.9891e+14\ \mathrm{m^3/s^2}$, determine the orbital altitude and linear velocity of a 24-hour (geosynchronous) satellite.","$\boxed{\text{Satellite altitude: } 35731\mathrm{km},\ \text{linear velocity: }3.075\ \mathrm{km/s}}$"
0.546,"Given that the apsidal precession of Jupiter’s moon Amalthea is $\frac{\mathrm{d}\omega}{\mathrm{d}t}=4.40^\circ/\mathrm{day}$, the orbit is approximately circular with $a=165710\,\mathrm{km}$, and the inclination can be neglected. Find Jupiter’s oblateness parameter $J_{2}$.",$\boxed{J_2=0.0095}$
0.546,"A certain planet has the same mass and radius as Earth. Its satellite has a perigee altitude of $h_p=200\,\text{km}$, an apogee altitude of $h_a=400\,\text{km}$, an inclination of $i=80^\circ$, and a perigee precession of $\Delta\omega=12^\circ/\text{day}$. Determine the planet’s zonal harmonic coefficient $J_2$.",$\boxed{J_2=-0.00348}$
0.637,"Derive the limiting magnitude for naked-eye visibility of a star in a dark-sky environment, by considering an analogy to a CCD camera. Assume that the dominant noise source is $\sqrt{n}$ photon shot noise, and visibility requires $\mathrm{SNR}>1$.

The dark-adapted pupil diameter is 7.0 mm, the quantum efficiency is 3%, and the effective exposure time is 42 ms.

The visible solar flux is $5.23\times10^{2}$ W/m$^2$ with apparent magnitude -26.8. Assume $\lambda=505$ nm.",$\boxed{M_\mathrm{limit} \approx 7.9}$
0.637,"In a binary neutron star system, two identical neutron stars of mass $M$ each undergo a circular orbit of radius $R$ around their center of mass. The system can be approximated as Newtonian circular orbits.

Astronomers measure $R = 0.577\,\text{AU}$ and the orbital period $P = 502.2\,\text{days}$. Calculate $M$, the mass of each neutron star, in solar masses.","$\boxed{M = 0.407\,M_\odot}$"
0.735,"A spherical star cluster, which appears from Earth under a solid angle of 0.000194 sr, contains approximately 344,538 stars and has an apparent bolometric magnitude of m_bol = 4.91 mag. The spherical cluster is at rest, meaning the velocities of the stars are zero.

Estimate the distance to the cluster as well as the mean angular separation between its stars. Ignore interstellar extinction. Also, compute the objective lens diameter of a telescope required to distinguish two stars of the cluster in the optical. State any assumptions you made.","Distance: \boxed{d \approx 6.17e+03\ \mathrm{pc}}
Mean angular separation: \boxed{\theta \approx 4.90\ \mathrm{arcsec}}
Objective diameter: \boxed{D \approx 2.57e-02\ \mathrm{m}}"
0.735,"Imagine you are on Ganymede and want to escape its parent planet. If Ganymede is currently at a distance of 21,773 km from the planet’s center and has an orbital speed of 1.73 km/s, how much additional speed (Δv) is required to escape the planet’s gravity? The mass of the planet is 6.25e+26 kg.",$\boxed{\Delta v \approx 60151\ \mathrm{m/s}}$
0.735,"Suppose a rocket orbits a star of mass M = 5.94e+30 kg in a circular orbit of radius R = 9.19e+08 m. The rocket wishes to transfer to a larger circular orbit of radius 5R using a Hohmann transfer.

The transfer consists of two instantaneous burns and has a total delta-v of

    Δv = k √(GM / R).

Compute the dimensionless coefficient k.","k = 0.480009.

"
0.833,"An astronomer was studying the exoplanets orbiting a star with a mass of 18.3 $M_\odot$. The astronomer decided to draw a $\log T$ vs. $\log a$ plot for the exoplanet orbits, where $T$ corresponds to the orbital period in years and $a$ corresponds to the semi-major axis in AU. What would be the slope of the best-fit line to this plot? (Assume base-10 logarithms.)",The slope of the best-fit line is 3/2.
0.735,"A recently observed exosolar system consists of a star, a planet, and the planet's satellite. The satellite has a revolution period of 123 minutes around the planet, and the planet has a 118-day revolution period around the star. The satellite approaches the surface of the planet to a minimum height of 1609 km and recedes to a maximum height of 5635 km. The radius of the planet is 4180 km. If the ratio of the mass of the star to the mass of the planet is 1.0e+05, what is the semi-major axis of the planet's revolution around the star? Assume that the mass of the satellite is much smaller than the mass of the planet.",a_p ≈ 4.49e+07 km
0.735,"A cylindrical space station rotates about its central axis to produce artificial gravity via centripetal acceleration. If the station has a radius of 55.1 m, what rotational period is required so that inhabitants experience an effective gravity equal to 8.56 m/s²?",The required rotational period is T ≈ 15.94 s.
0.735,"If the space station is too small, inhabitants might experience unwanted effects of being in a rotating reference frame, such as the Coriolis ""force"" on moving objects: $\vec{F} = -2m\vec{\omega} \times \vec{v}$, where $\vec{\omega}$ is the angular velocity vector of the space station and $\vec{v}$ is the velocity of the object in the rotating reference frame.
For a space station with spin gravity equal to Earth's gravity, what is the minimum radius needed so that a person walking at 1.39954 m/s in any direction experiences negligible Coriolis force (< 0.773223% of Earth's gravity)?","${r > 13.358 \, \text{km}}$"
0.637,"Just before dawn of the summer solstice, Christopher the sailor begins sailing due West from -40°N, 154°W. His watch is set to UTC. On seeing his 309st sunrise at sea, his watch reads 15:00am. What is his longitude? (The equation of time, in the convention solar time minus mean time, is 2 minutes on the summer solstice and 2 minutes on the autumnal equinox)",$\boxed{\lambda = -135^\circ W}$
0.735,"Evan uses a telescope of focal distance f = 688 mm to observe a star known to have a parallax p = 93 mas. Observing the CCD of the telescope, Evan notices that the star has a diameter D = 0.949 µm. Furthermore, he measures its apparent magnitude to be m = 7.24. What is the approximate temperature of this star? Please, neglect the atmospheric seeing in your calculations.",\boxed{T \approx 190\ \text{K}}
0.735,"Two exoplanets, A and B, move in circular orbits around the same central star. The ascending nodes of both orbits coincide at the same ecliptic longitude, and both planets are initially located at that point.

The orbital inclinations are i₁ = 46.2° and i₂ = 76.5°, and the orbital periods are T₁ = 2.00 yr and T₂ = 1.00 yr.

Assuming uniform angular motion, how long will it take until the two planets again share the same ecliptic longitude?",t ≈ 0.165 yr (about 60 days)
0.637,"Question: It is observed that a planet orbiting a star increases the observed magnitude of the system by 0.008815382385400323 when it transits across the star. Assuming that the system is viewed edge on and is orthogonal to the line of sight, determine the radius of the planet Rp in terms of the radius of the star R.",Final_answer: Rₚ ≈ 0.090 * R
0.49,What is the focal ratio of a telescope with 1.3973820862378328 m in focal length and 7.779104514069429 cm in aperture?,$\boxed{f = 18.0}$
0.735,"A supernova is triggered largely by neutrinos. In fact, 97% of the energy coming from the supernova is released in the form of neutrinos. Over a time span of about 5.3 months, the supernova outputs visible light with power equivalent to 1.85e+10 Suns. Assuming supernova neutrinos have mean energy of around 14 MeV, that all the power of the supernova is released during the time it is visible, and that all of the power released is released in the form of either visible light or neutrinos, estimate the number of neutrinos released.",\boxed{N_\nu \approx 10^{57}}
